"nr_num_cra_providers","d_completed","cd_regio"
"92","2020-03-30","VLA"
"18","2020-03-30","VLA"
"140","2020-03-30","VLA"
"50","2020-03-30","VLA"
"145","2020-03-30","VLA"
"100","2020-03-30","VLA"
"100","2020-03-30","BRU"
"114","2020-03-30","VLA"
"108","2020-03-30","VLA"
"36","2020-03-30","VLA"
"300","2020-03-30","VLA"
"50","2020-03-30","VLA"
"28","2020-03-30","VLA"
"78","2020-03-30","VLA"
"55","2020-03-30","VLA"
"63.75","2020-03-30","VLA"
"140","2020-03-30","VLA"
"82","2020-03-30","VLA"
"100","2020-03-30","VLA"
"103","2020-03-30","VLA"
"130","2020-03-30","VLA"
"150","2020-03-30","VLA"
"93","2020-03-30","VLA"
"80","2020-03-30","VLA"
"200","2020-03-30","VLA"
"65","2020-03-30","VLA"
"36","2020-03-30","VLA"
"100","2020-03-30","VLA"
"107","2020-03-30","VLA"
"31","2020-03-30","VLA"
"14","2020-03-30","VLA"
"53","2020-03-30","VLA"
"40","2020-03-30","VLA"
"0","2020-03-30","VLA"
"28","2020-03-30","WAL"
"66","2020-03-30","VLA"
"109","2020-03-30","VLA"
"70","2020-03-30","VLA"
"54","2020-03-30","VLA"
"30","2020-03-30","VLA"
"72","2020-03-30","VLA"
"74","2020-03-30","VLA"
"38","2020-03-30","VLA"
"51","2020-03-30","VLA"
"100","2020-03-30","VLA"
"76","2020-03-30","VLA"
"200","2020-03-30","VLA"
"94","2020-03-30","VLA"
"65","2020-03-30","VLA"
"107","2020-03-30","VLA"
"22","2020-03-30","VLA"
"220","2020-03-30","VLA"
"60","2020-03-30","VLA"
"156","2020-03-30","VLA"
"47.4","2020-03-30","VLA"
"100","2020-03-30","VLA"
"95","2020-03-30","VLA"
"62","2020-03-30","VLA"
"47","2020-03-30","VLA"
"65","2020-03-30","VLA"
"124","2020-03-30","VLA"
"60","2020-03-30","VLA"
"43","2020-03-30","VLA"
"90","2020-03-30","VLA"
"45","2020-03-30","VLA"
"70","2020-03-30","VLA"
"30","2020-03-30","VLA"
"142","2020-03-30","VLA"
"50","2020-03-30","VLA"
"71","2020-03-30","VLA"
"260","2020-03-30","VLA"
"38","2020-03-30","VLA"
"75","2020-03-30","VLA"
"14","2020-03-30","VLA"
"45","2020-03-30","VLA"
"23","2020-03-30","VLA"
"120","2020-03-30","VLA"
"170","2020-03-30","VLA"
"178","2020-03-30","VLA"
"29","2020-03-30","VLA"
"00","2020-03-30","VLA"
"100","2020-03-30","VLA"
"114","2020-03-30","VLA"
"1","2020-03-30","VLA"
"56","2020-03-30","VLA"
"80","2020-03-30","VLA"
"106","2020-03-30","VLA"
"60","2020-03-30","VLA"
"99","2020-03-30","VLA"
"75","2020-03-30","VLA"
"96","2020-03-30","VLA"
"61","2020-03-30","VLA"
"65","2020-03-30","VLA"
"22","2020-03-30","VLA"
"68","2020-03-30","VLA"
"97","2020-03-30","VLA"
"60","2020-03-30","VLA"
"110","2020-03-30","VLA"
"57","2020-03-30","VLA"
"96","2020-03-30","VLA"
"139","2020-03-30","VLA"
"93","2020-03-30","VLA"
"80","2020-03-30","VLA"
"16","2020-03-30","VLA"
"82","2020-03-30","VLA"
"110","2020-03-30","VLA"
"180","2020-03-30","VLA"
"131","2020-03-30","VLA"
"112","2020-03-30","VLA"
"250","2020-03-30","VLA"
"1","2020-03-30","VLA"
"96","2020-03-30","VLA"
"44","2020-03-30","VLA"
"28","2020-03-30","VLA"
"79","2020-03-30","VLA"
"60","2020-03-30","VLA"
"100","2020-03-30","WAL"
"50","2020-03-30","VLA"
"120","2020-03-30","VLA"
"40","2020-03-30","VLA"
"33.75","2020-03-30","VLA"
"100","2020-03-30","VLA"
"77","2020-03-30","VLA"
"67","2020-03-30","VLA"
"31","2020-03-30","VLA"
"70","2020-03-30","VLA"
"25","2020-03-30","VLA"
"147","2020-03-30","VLA"
"102","2020-03-30","VLA"
"28","2020-03-30","VLA"
"26","2020-03-30","VLA"
"34","2020-03-30","VLA"
"70","2020-03-30","VLA"
"28","2020-03-30","VLA"
"52","2020-03-30","VLA"
"72","2020-03-30","VLA"
"58","2020-03-30","VLA"
"93","2020-03-30","VLA"
"42","2020-03-30","VLA"
"72","2020-03-30","VLA"
"97","2020-03-30","VLA"
"79","2020-03-30","VLA"
"125","2020-03-30","VLA"
"38","2020-03-30","VLA"
"48","2020-03-30","VLA"
"60","2020-03-30","VLA"
"18.75","2020-03-30","VLA"
"25","2020-03-30","VLA"
"150","2020-03-30","VLA"
"170","2020-03-30","VLA"
"150","2020-03-30","VLA"
"110","2020-03-30","VLA"
"95","2020-03-30","VLA"
"65","2020-03-30","VLA"
"155","2020-03-30","VLA"
"85","2020-03-30","VLA"
"80","2020-03-30","VLA"
"46","2020-03-30","VLA"
"75","2020-03-30","VLA"
"60","2020-03-30","VLA"
"40","2020-03-30","VLA"
"30","2020-03-30","VLA"
"80","2020-03-30","VLA"
"158","2020-03-30","VLA"
"77","2020-03-30","VLA"
"39","2020-03-30","VLA"
"85","2020-03-30","VLA"
"187","2020-03-30","VLA"
"63","2020-03-30","BRU"
"1","2020-03-30","VLA"
"110","2020-03-30","VLA"
"50","2020-03-30","VLA"
"86","2020-03-30","VLA"
"111","2020-03-30","VLA"
"107","2020-03-30","VLA"
"33","2020-03-30","VLA"
"23.5","2020-03-30","VLA"
"31","2020-03-30","VLA"
"20","2020-03-31","VLA"
"36","2020-03-31","VLA"
"65","2020-03-31","VLA"
"50","2020-03-31","VLA"
"71","2020-03-31","VLA"
"80","2020-03-31","VLA"
"94","2020-03-31","VLA"
"140","2020-03-31","VLA"
"63.75","2020-03-31","VLA"
"110","2020-03-31","VLA"
"61","2020-03-31","VLA"
"35","2020-03-31","VLA"
"20","2020-03-31","VLA"
"50","2020-03-31","VLA"
"27.44","2020-03-31","VLA"
"38","2020-03-31","VLA"
"55","2020-03-31","VLA"
"42","2020-03-31","VLA"
"75","2020-03-31","VLA"
"130","2020-03-31","VLA"
"16","2020-03-31","VLA"
"60","2020-03-31","VLA"
"70","2020-03-31","VLA"
"57","2020-03-31","VLA"
"65","2020-03-31","VLA"
"47","2020-03-31","VLA"
"96","2020-03-31","VLA"
"135","2020-03-31","VLA"
"75","2020-03-31","VLA"
"139","2020-03-31","VLA"
"25","2020-03-31","VLA"
"165","2020-03-31","VLA"
"75","2020-03-31","VLA"
"33","2020-03-31","VLA"
"100","2020-03-31","BRU"
"93","2020-03-31","VLA"
"25","2020-03-31","VLA"
"97","2020-03-31","VLA"
"30","2020-03-31","VLA"
"34","2020-03-31","VLA"
"147","2020-03-31","VLA"
"31","2020-03-31","VLA"
"100","2020-03-31","VLA"
"41","2020-03-31","VLA"
"108","2020-03-31","VLA"
"95","2020-03-31","VLA"
"1","2020-03-31","WAL"
"106","2020-03-31","VLA"
"67","2020-03-31","VLA"
"96","2020-03-31","VLA"
"75","2020-03-31","VLA"
"22","2020-03-31","VLA"
"96","2020-03-31","VLA"
"220","2020-03-31","VLA"
"50","2020-03-31","VLA"
"60","2020-03-31","VLA"
"90","2020-03-31","VLA"
"150","2020-03-31","VLA"
"55","2020-03-31","VLA"
"76","2020-03-31","VLA"
"30","2020-03-31","VLA"
"56","2020-03-31","VLA"
"70","2020-03-31","VLA"
"50","2020-03-31","VLA"
"90","2020-03-31","VLA"
"80","2020-03-31","VLA"
"85","2020-03-31","VLA"
"45","2020-03-31","VLA"
"28","2020-03-31","WAL"
"40","2020-03-31","VLA"
"71","2020-03-31","VLA"
"78","2020-03-31","VLA"
"100","2020-03-31","VLA"
"47","2020-03-31","VLA"
"110","2020-03-31","VLA"
"27","2020-03-31","VLA"
"140","2020-03-31","VLA"
"150","2020-03-31","VLA"
"68","2020-03-31","VLA"
"28","2020-03-31","VLA"
"77","2020-03-31","VLA"
"90","2020-03-31","VLA"
"120","2020-03-31","VLA"
"45","2020-03-31","VLA"
"80","2020-03-31","VLA"
"100","2020-03-31","VLA"
"118","2020-03-31","VLA"
"100","2020-03-31","VLA"
"39","2020-03-31","VLA"
"106","2020-03-31","VLA"
"105","2020-03-31","VLA"
"80","2020-03-31","VLA"
"39","2020-03-31","VLA"
"55","2020-03-31","VLA"
"57","2020-03-31","VLA"
"60","2020-03-31","VLA"
"66","2020-03-31","VLA"
"140","2020-03-31","VLA"
"55","2020-03-31","VLA"
"68","2020-03-31","VLA"
"125","2020-03-31","VLA"
"65","2020-03-31","VLA"
"72","2020-03-31","VLA"
"42","2020-03-31","VLA"
"33.75","2020-03-31","VLA"
"150","2020-03-31","VLA"
"29","2020-03-31","VLA"
"53","2020-03-31","VLA"
"85","2020-03-31","VLA"
"49","2020-03-31","VLA"
"93","2020-03-31","VLA"
"80","2020-03-31","VLA"
"1","2020-03-31","VLA"
"58","2020-03-31","VLA"
"45","2020-03-31","VLA"
"145","2020-03-31","VLA"
"82","2020-03-31","VLA"
"72","2020-03-31","VLA"
"56","2020-03-31","VLA"
"63","2020-03-31","BRU"
"227","2020-03-31","VLA"
"113","2020-03-31","VLA"
"53","2020-03-31","VLA"
"100","2020-03-31","VLA"
"60","2020-03-31","VLA"
"170","2020-03-31","VLA"
"79","2020-03-31","VLA"
"131","2020-03-31","VLA"
"65","2020-03-31","VLA"
"85","2020-03-31","VLA"
"48","2020-03-31","VLA"
"25","2020-03-31","VLA"
"156","2020-03-31","VLA"
"170","2020-03-31","VLA"
"49","2020-03-31","VLA"
"70","2020-03-31","VLA"
"130","2020-03-31","VLA"
"106","2020-03-31","VLA"
"75","2020-03-31","VLA"
"70","2020-03-31","VLA"
"50","2020-03-31","VLA"
"180","2020-03-31","VLA"
"125","2020-03-31","VLA"
"71","2020-03-31","VLA"
"48","2020-03-31","VLA"
"87","2020-03-31","VLA"
"75","2020-03-31","VLA"
"27.44","2020-03-31","VLA"
"41","2020-03-31","VLA"
"120","2020-03-31","VLA"
"35","2020-03-31","VLA"
"65","2020-03-31","VLA"
"86","2020-03-31","VLA"
"110","2020-03-31","VLA"
"250","2020-03-31","VLA"
"100","2020-03-31","VLA"
"142","2020-03-31","VLA"
"200","2020-03-31","VLA"
"112","2020-03-31","VLA"
"49","2020-03-31","VLA"
"27","2020-03-31","VLA"
"101","2020-03-31","VLA"
"65","2020-03-31","VLA"
"150","2020-03-31","VLA"
"100","2020-03-31","VLA"
"55","2020-03-31","VLA"
"101","2020-03-31","VLA"
"36","2020-03-31","VLA"
"73","2020-03-31","VLA"
"110","2020-03-31","VLA"
"36","2020-03-31","VLA"
"121","2020-03-31","VLA"
"60","2020-03-31","VLA"
"50","2020-03-31","VLA"
"100","2020-03-31","WAL"
"38","2020-03-31","VLA"
"107","2020-03-31","VLA"
"150","2020-03-31","VLA"
"103","2020-03-31","VLA"
"107","2020-03-31","VLA"
"49","2020-03-31","VLA"
"62","2020-03-31","VLA"
"33","2020-03-31","VLA"
"38","2020-03-31","VLA"
"16.66","2020-03-31","VLA"
"56","2020-03-31","VLA"
"28","2020-03-31","VLA"
"107","2020-03-31","VLA"
"15","2020-03-31","VLA"
"70","2020-03-31","VLA"
"72","2020-03-31","VLA"
"33","2020-03-31","VLA"
"178","2020-03-31","VLA"
"28","2020-03-31","VLA"
"178","2020-03-31","VLA"
"80","2020-03-31","VLA"
"60","2020-03-31","VLA"
"74","2020-03-31","VLA"
"48","2020-04-01","VLA"
"79","2020-04-01","VLA"
"25","2020-04-01","VLA"
"150","2020-04-01","VLA"
"28","2020-04-01","VLA"
"115","2020-04-01","VLA"
"87","2020-04-01","VLA"
"44","2020-04-01","VLA"
"75","2020-04-01","VLA"
"38","2020-04-01","VLA"
"49","2020-04-01","VLA"
"110","2020-04-01","VLA"
"107","2020-04-01","VLA"
"27","2020-04-01","VLA"
"84","2020-04-01","VLA"
"50","2020-04-01","VLA"
"79","2020-04-01","VLA"
"30.4","2020-04-01","VLA"
"22","2020-04-01","VLA"
"80","2020-04-01","VLA"
"0","2020-04-01","VLA"
"34","2020-04-01","VLA"
"100","2020-04-01","VLA"
"66","2020-04-01","VLA"
"60","2020-04-01","VLA"
"68","2020-04-01","VLA"
"66","2020-04-01","VLA"
"150","2020-04-01","VLA"
"65","2020-04-01","VLA"
"120","2020-04-01","VLA"
"110","2020-04-01","VLA"
"96","2020-04-01","VLA"
"33","2020-04-01","VLA"
"65","2020-04-01","VLA"
"130","2020-04-01","VLA"
"49","2020-04-01","VLA"
"120","2020-04-01","VLA"
"47","2020-04-01","VLA"
"40","2020-04-01","VLA"
"40","2020-04-01","VLA"
"150","2020-04-01","VLA"
"149.3","2020-04-01","VLA"
"107","2020-04-01","VLA"
"35","2020-04-01","VLA"
"58","2020-04-01","VLA"
"60","2020-04-01","VLA"
"63.75","2020-04-01","VLA"
"80","2020-04-01","VLA"
"70","2020-04-01","VLA"
"90","2020-04-01","VLA"
"72","2020-04-01","VLA"
"46","2020-04-01","VLA"
"145","2020-04-01","VLA"
"29","2020-04-01","VLA"
"175","2020-04-01","VLA"
"38","2020-04-01","VLA"
"110","2020-04-01","VLA"
"47","2020-04-01","VLA"
"135","2020-04-01","VLA"
"48","2020-04-01","VLA"
"108","2020-04-01","VLA"
"85","2020-04-01","VLA"
"118","2020-04-01","VLA"
"45","2020-04-01","VLA"
"68","2020-04-01","VLA"
"140","2020-04-01","VLA"
"27","2020-04-01","VLA"
"50","2020-04-01","VLA"
"40","2020-04-01","VLA"
"00","2020-04-01","VLA"
"77","2020-04-01","VLA"
"94","2020-04-01","VLA"
"96","2020-04-01","VLA"
"112","2020-04-01","VLA"
"102","2020-04-01","VLA"
"60","2020-04-01","VLA"
"1","2020-04-01","VLA"
"77","2020-04-01","VLA"
"90","2020-04-01","VLA"
"70","2020-04-01","VLA"
"56","2020-04-01","VLA"
"83","2020-04-01","VLA"
"31","2020-04-01","VLA"
"31","2020-04-01","VLA"
"96","2020-04-01","VLA"
"82","2020-04-01","VLA"
"71","2020-04-01","VLA"
"56","2020-04-01","VLA"
"58","2020-04-01","VLA"
"40","2020-04-01","VLA"
"100","2020-04-01","VLA"
"123","2020-04-01","VLA"
"40","2020-04-01","VLA"
"60","2020-04-01","VLA"
"114","2020-04-01","VLA"
"70","2020-04-01","VLA"
"60","2020-04-01","VLA"
"28","2020-04-01","VLA"
"38","2020-04-01","VLA"
"60","2020-04-01","VLA"
"139","2020-04-01","VLA"
"101","2020-04-01","VLA"
"98","2020-04-01","VLA"
"125","2020-04-01","VLA"
"95","2020-04-01","VLA"
"57","2020-04-01","VLA"
"39","2020-04-01","VLA"
"82","2020-04-01","VLA"
"59","2020-04-01","VLA"
"56","2020-04-01","VLA"
"16","2020-04-01","VLA"
"60","2020-04-01","VLA"
"55","2020-04-01","VLA"
"95","2020-04-01","VLA"
"38","2020-04-01","VLA"
"187","2020-04-01","VLA"
"90","2020-04-01","VLA"
"63","2020-04-01","BRU"
"16","2020-04-01","VLA"
"57","2020-04-01","VLA"
"41","2020-04-01","VLA"
"35","2020-04-01","VLA"
"99","2020-04-01","VLA"
"35","2020-04-01","VLA"
"223","2020-04-01","VLA"
"73","2020-04-01","VLA"
"31","2020-04-01","VLA"
"74","2020-04-01","VLA"
"107","2020-04-01","VLA"
"100","2020-04-01","VLA"
"80","2020-04-01","VLA"
"92","2020-04-01","VLA"
"95","2020-04-01","VLA"
"96","2020-04-01","VLA"
"78","2020-04-01","VLA"
"87","2020-04-01","VLA"
"41.8","2020-04-01","VLA"
"100","2020-04-01","VLA"
"150","2020-04-01","VLA"
"107","2020-04-01","VLA"
"38","2020-04-01","VLA"
"64","2020-04-01","VLA"
"27.44","2020-04-01","VLA"
"65","2020-04-01","VLA"
"71","2020-04-01","VLA"
"56","2020-04-01","VLA"
"75","2020-04-01","VLA"
"45","2020-04-01","VLA"
"47","2020-04-01","VLA"
"25","2020-04-01","VLA"
"40","2020-04-01","VLA"
"71","2020-04-01","VLA"
"50","2020-04-01","VLA"
"27","2020-04-01","VLA"
"35","2020-04-01","VLA"
"100","2020-04-01","VLA"
"170","2020-04-01","VLA"
"92","2020-04-01","VLA"
"30","2020-04-01","VLA"
"36","2020-04-01","VLA"
"47.7","2020-04-01","VLA"
"77","2020-04-01","VLA"
"80","2020-04-01","VLA"
"100","2020-04-01","VLA"
"90","2020-04-01","VLA"
"15","2020-04-01","VLA"
"72","2020-04-01","VLA"
"178","2020-04-01","VLA"
"58","2020-04-01","VLA"
"93","2020-04-01","VLA"
"28","2020-04-01","WAL"
"80","2020-04-01","VLA"
"105","2020-04-01","VLA"
"30","2020-04-01","VLA"
"75","2020-04-01","VLA"
"64","2020-04-01","VLA"
"38","2020-04-01","VLA"
"28","2020-04-01","VLA"
"40","2020-04-01","VLA"
"68","2020-04-01","VLA"
"93","2020-04-01","VLA"
"60","2020-04-01","VLA"
"150","2020-04-01","VLA"
"131","2020-04-01","VLA"
"76","2020-04-01","VLA"
"36","2020-04-01","VLA"
"100","2020-04-01","VLA"
"125","2020-04-01","VLA"
"22","2020-04-01","VLA"
"113","2020-04-01","VLA"
"72","2020-04-01","VLA"
"23.5","2020-04-01","VLA"
"51","2020-04-01","VLA"
"156","2020-04-01","VLA"
"95","2020-04-01","VLA"
"16.66","2020-04-01","VLA"
"75","2020-04-01","VLA"
"41","2020-04-01","VLA"
"120","2020-04-01","VLA"
"180","2020-04-01","VLA"
"71","2020-04-01","VLA"
"42","2020-04-01","VLA"
"106","2020-04-01","VLA"
"50","2020-04-01","VLA"
"90","2020-04-01","VLA"
"86","2020-04-01","VLA"
"60","2020-04-01","VLA"
"80","2020-04-01","VLA"
"79","2020-04-01","VLA"
"100","2020-04-01","VLA"
"50","2020-04-01","VLA"
"25","2020-04-01","VLA"
"110","2020-04-01","VLA"
"121","2020-04-01","VLA"
"150","2020-04-01","VLA"
"53","2020-04-01","VLA"
"60","2020-04-01","VLA"
"95","2020-04-01","VLA"
"92","2020-04-01","VLA"
"36","2020-04-01","VLA"
"96","2020-04-01","VLA"
"16.6","2020-04-01","BRU"
"18.75","2020-04-01","VLA"
"70","2020-04-01","VLA"
"22","2020-04-01","VLA"
"142","2020-04-01","VLA"
"147","2020-04-01","VLA"
"75","2020-04-01","VLA"
"75","2020-04-01","VLA"
"260","2020-04-01","VLA"
"90","2020-04-01","VLA"
"85","2020-04-01","VLA"
"110","2020-04-01","VLA"
"28","2020-04-01","VLA"
"54","2020-04-01","VLA"
"24","2020-04-01","VLA"
"96","2020-04-02","VLA"
"90","2020-04-02","VLA"
"37","2020-04-02","VLA"
"28","2020-04-02","VLA"
"120","2020-04-02","VLA"
"50","2020-04-02","VLA"
"58","2020-04-02","VLA"
"50","2020-04-02","VLA"
"180","2020-04-02","VLA"
"44","2020-04-02","VLA"
"113","2020-04-02","VLA"
"71","2020-04-02","VLA"
"106","2020-04-02","VLA"
"42","2020-04-02","VLA"
"80","2020-04-02","VLA"
"40","2020-04-02","VLA"
"100","2020-04-02","BRU"
"145","2020-04-02","VLA"
"34","2020-04-02","VLA"
"86","2020-04-02","VLA"
"60","2020-04-02","VLA"
"15","2020-04-02","VLA"
"50","2020-04-02","VLA"
"80","2020-04-02","VLA"
"20","2020-04-02","VLA"
"150","2020-04-02","VLA"
"102","2020-04-02","VLA"
"115","2020-04-02","VLA"
"75","2020-04-02","VLA"
"50","2020-04-02","VLA"
"62","2020-04-02","VLA"
"94","2020-04-02","VLA"
"110","2020-04-02","VLA"
"110","2020-04-02","VLA"
"28","2020-04-02","VLA"
"108","2020-04-02","VLA"
"46","2020-04-02","VLA"
"27","2020-04-02","VLA"
"93","2020-04-02","VLA"
"75","2020-04-02","VLA"
"50","2020-04-02","VLA"
"27","2020-04-02","VLA"
"80","2020-04-02","VLA"
"150","2020-04-02","VLA"
"71","2020-04-02","VLA"
"16","2020-04-02","VLA"
"55","2020-04-02","VLA"
"80","2020-04-02","VLA"
"72","2020-04-02","VLA"
"55","2020-04-02","VLA"
"50","2020-04-02","VLA"
"142","2020-04-02","VLA"
"140","2020-04-02","VLA"
"47","2020-04-02","VLA"
"121","2020-04-02","VLA"
"280","2020-04-02","VLA"
"95","2020-04-02","VLA"
"56","2020-04-02","VLA"
"58","2020-04-02","VLA"
"450","2020-04-02","VLA"
"100","2020-04-02","VLA"
"55","2020-04-02","VLA"
"80","2020-04-02","WAL"
"60","2020-04-02","VLA"
"147","2020-04-02","VLA"
"48","2020-04-02","VLA"
"139","2020-04-02","VLA"
"50","2020-04-02","VLA"
"155","2020-04-02","VLA"
"69","2020-04-02","VLA"
"40","2020-04-02","VLA"
"70","2020-04-02","VLA"
"15","2020-04-02","VLA"
"125","2020-04-02","VLA"
"22","2020-04-02","VLA"
"118","2020-04-02","VLA"
"70","2020-04-02","VLA"
"178","2020-04-02","VLA"
"55","2020-04-02","VLA"
"27.44","2020-04-02","VLA"
"150","2020-04-02","VLA"
"79","2020-04-02","VLA"
"77","2020-04-02","VLA"
"68","2020-04-02","VLA"
"150","2020-04-02","VLA"
"107","2020-04-02","VLA"
"106","2020-04-02","VLA"
"72","2020-04-02","VLA"
"38","2020-04-02","VLA"
"40","2020-04-02","VLA"
"130","2020-04-02","VLA"
"85","2020-04-02","VLA"
"87","2020-04-02","VLA"
"41","2020-04-02","VLA"
"20","2020-04-02","VLA"
"50","2020-04-02","VLA"
"125","2020-04-02","VLA"
"36","2020-04-02","VLA"
"57","2020-04-02","VLA"
"65","2020-04-02","VLA"
"85","2020-04-02","VLA"
"96","2020-04-02","VLA"
"95","2020-04-02","VLA"
"142","2020-04-02","VLA"
"42","2020-04-02","VLA"
"56","2020-04-02","VLA"
"100","2020-04-02","VLA"
"31","2020-04-02","VLA"
"92","2020-04-02","VLA"
"178","2020-04-02","VLA"
"45","2020-04-02","VLA"
"60","2020-04-02","VLA"
"63","2020-04-02","BRU"
"38","2020-04-02","VLA"
"87","2020-04-02","VLA"
"200","2020-04-02","VLA"
"110","2020-04-02","VLA"
"80","2020-04-02","VLA"
"140","2020-04-02","VLA"
"35","2020-04-02","VLA"
"65","2020-04-02","VLA"
"125","2020-04-02","VLA"
"31","2020-04-02","VLA"
"60","2020-04-02","VLA"
"72","2020-04-02","VLA"
"25","2020-04-02","VLA"
"25","2020-04-02","VLA"
"70","2020-04-02","VLA"
"107","2020-04-02","VLA"
"131","2020-04-02","VLA"
"43","2020-04-02","VLA"
"35","2020-04-02","VLA"
"39","2020-04-02","VLA"
"71","2020-04-02","VLA"
"66","2020-04-02","VLA"
"55","2020-04-02","VLA"
"68","2020-04-02","VLA"
"75","2020-04-02","VLA"
"68","2020-04-02","VLA"
"1","2020-04-02","VLA"
"99","2020-04-02","VLA"
"60","2020-04-02","VLA"
"42","2020-04-02","VLA"
"101","2020-04-02","VLA"
"96","2020-04-02","VLA"
"97","2020-04-02","VLA"
"33.75","2020-04-02","VLA"
"55","2020-04-02","VLA"
"120","2020-04-02","VLA"
"187","2020-04-02","VLA"
"57","2020-04-02","VLA"
"227","2020-04-02","VLA"
"80","2020-04-02","VLA"
"70","2020-04-02","VLA"
"70","2020-04-02","VLA"
"30","2020-04-02","VLA"
"103","2020-04-02","VLA"
"104","2020-04-02","VLA"
"47","2020-04-02","VLA"
"53","2020-04-02","VLA"
"100","2020-04-02","VLA"
"22","2020-04-02","VLA"
"60","2020-04-02","VLA"
"20","2020-04-02","VLA"
"90","2020-04-02","VLA"
"60","2020-04-02","VLA"
"85","2020-04-02","VLA"
"40","2020-04-02","VLA"
"74","2020-04-02","VLA"
"51","2020-04-02","VLA"
"141","2020-04-02","VLA"
"79","2020-04-02","VLA"
"75","2020-04-02","VLA"
"44","2020-04-02","VLA"
"120","2020-04-02","VLA"
"55","2020-04-02","VLA"
"90","2020-04-02","VLA"
"85","2020-04-02","VLA"
"25","2020-04-02","VLA"
"65","2020-04-02","VLA"
"102","2020-04-02","VLA"
"88","2020-04-02","VLA"
"87","2020-04-02","VLA"
"29","2020-04-02","VLA"
"82","2020-04-02","VLA"
"58","2020-04-02","VLA"
"156","2020-04-02","VLA"
"240","2020-04-02","VLA"
"114","2020-04-02","VLA"
"135","2020-04-02","VLA"
"41","2020-04-02","VLA"
"71","2020-04-02","VLA"
"150","2020-04-02","VLA"
"112","2020-04-02","VLA"
"41.8","2020-04-02","VLA"
"70","2020-04-02","VLA"
"60","2020-04-02","VLA"
"75","2020-04-02","VLA"
"75","2020-04-02","VLA"
"45","2020-04-02","VLA"
"28","2020-04-02","VLA"
"16.66","2020-04-02","VLA"
"107","2020-04-02","VLA"
"49","2020-04-02","VLA"
"60","2020-04-02","VLA"
"56","2020-04-02","VLA"
"121","2020-04-02","VLA"
"95","2020-04-02","VLA"
"60","2020-04-02","VLA"
"94","2020-04-03","VLA"
"20","2020-04-03","VLA"
"55","2020-04-03","VLA"
"57","2020-04-03","VLA"
"135","2020-04-03","VLA"
"71","2020-04-03","VLA"
"38","2020-04-03","VLA"
"147","2020-04-03","VLA"
"30","2020-04-03","VLA"
"100","2020-04-03","VLA"
"100","2020-04-03","VLA"
"71","2020-04-03","VLA"
"30","2020-04-03","VLA"
"48","2020-04-03","VLA"
"114","2020-04-03","VLA"
"103","2020-04-03","VLA"
"110","2020-04-03","VLA"
"90","2020-04-03","VLA"
"156","2020-04-03","VLA"
"28","2020-04-03","VLA"
"90","2020-04-03","VLA"
"48","2020-04-03","VLA"
"70","2020-04-03","VLA"
"87","2020-04-03","VLA"
"54","2020-04-03","VLA"
"50","2020-04-03","VLA"
"79","2020-04-03","VLA"
"64","2020-04-03","VLA"
"77","2020-04-03","VLA"
"72","2020-04-03","VLA"
