"fl_capacity_next_week","d_completed","cd_regio"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","BRU"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","WAL"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","BRU"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"1","2020-04-10","VLA"
"0","2020-04-10","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"0","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-13","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","WAL"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-14","VLA"
"0","2020-04-14","VLA"
"1","2020-04-14","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","BRU"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"0","2020-04-15","VLA"
"1","2020-04-15","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"0","2020-04-16","VLA"
"0","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-16","BRU"
"1","2020-04-16","VLA"
"1","2020-04-16","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","BRU"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","BRU"
"0","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"1","2020-04-17","VLA"
"0","2020-04-17","VLA"
